Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,722.500000,724.750000,708.775024,712.062012,584.197266,4818784
2008-01-02,713.750000,721.000000,702.825012,715.437988,586.967102,12469804
2008-01-03,713.000000,732.500000,707.562012,725.924988,595.570923,13808344
2008-01-04,726.000000,754.950012,726.000000,748.250000,613.887024,16212576
2008-01-07,743.700012,757.500000,740.000000,755.062012,619.475769,12531940
2008-01-08,762.625000,771.000000,750.000000,763.661987,626.531433,19631304
2008-01-09,761.911987,767.500000,753.088013,758.411987,622.224182,10089196
2008-01-10,758.750000,774.375000,753.750000,756.950012,621.024841,16428412
2008-01-11,769.875000,785.000000,756.250000,781.900024,641.494446,20125360
2008-01-14,789.750000,810.000000,781.500000,805.213013,660.621155,11045400
2008-01-15,824.500000,824.500000,785.325012,791.388000,649.278748,15194592
2008-01-16,777.500000,786.250000,756.250000,773.411987,634.530640,22218708
2008-01-17,789.750000,789.750000,744.036987,749.138000,614.615540,19165156
2008-01-18,743.750000,743.750000,695.000000,699.900024,574.219116,23213216
2008-01-21,694.950012,694.950012,586.312012,635.200012,521.137512,33118300
2008-01-22,588.062012,622.000000,530.000000,589.362000,483.530457,35065104
2008-01-23,605.000000,706.250000,600.000000,637.674988,523.167847,29317404
2008-01-24,647.500000,661.250000,608.750000,622.224976,510.492279,19529764
2008-01-25,643.750000,656.250000,631.250000,653.849976,536.438354,11985848
2008-01-28,641.250000,648.674988,607.500000,641.599976,526.388062,12101760
2008-01-29,661.250000,661.250000,635.088013,644.224976,528.541748,7954396
2008-01-30,636.299988,649.500000,613.250000,617.974976,507.005432,9991036
2008-01-31,618.000000,642.424988,592.750000,619.724976,508.441132,22596804
2008-02-01,622.500000,640.062012,605.000000,635.687988,521.537781,8437732
2008-02-04,634.000000,660.500000,634.000000,647.799988,531.474792,11801328
2008-02-05,650.000000,658.500000,641.575012,654.275024,536.787170,6926732
2008-02-06,639.974976,642.500000,625.325012,638.125000,523.537170,8807048
2008-02-07,630.000000,645.000000,601.775024,606.362000,497.477814,12534176
2008-02-08,608.775024,617.000000,597.500000,606.599976,497.673065,12641356
2008-02-11,603.500000,603.500000,558.750000,569.250000,467.029999,19042368
2008-02-12,570.250000,605.000000,564.250000,581.213013,476.844818,16294016
2008-02-13,592.500000,617.237000,587.513000,597.375000,490.104584,18991196
2008-02-14,612.500000,633.250000,612.500000,629.187988,516.204956,11517684
2008-02-15,626.224976,650.000000,616.500000,648.487000,532.038452,8610032
2008-02-18,650.000000,653.750000,634.500000,638.424988,523.783264,5218520
2008-02-19,647.500000,654.500000,632.500000,638.638000,523.957947,6434676
2008-02-20,625.049988,637.500000,615.500000,621.000000,509.487244,8830400
2008-02-21,627.500000,635.250000,615.349976,624.075012,512.010193,6429932
2008-02-22,610.575012,620.000000,603.750000,608.612000,499.323761,7930424
2008-02-25,623.750000,641.250000,602.513000,637.862000,523.321411,7414296
2008-02-26,641.224976,646.500000,633.025024,644.161987,528.490051,5847892
2008-02-27,651.250000,659.500000,642.513000,647.112000,530.910400,10661848
2008-02-28,645.000000,650.000000,629.174988,633.312012,519.588379,11287444
2008-02-29,638.000000,638.000000,602.500000,615.862000,505.271820,13347640
2008-03-03,599.950012,599.950012,572.388000,576.500000,472.978119,12114936
2008-03-04,580.000000,584.500000,552.500000,560.799988,460.097290,18218436
2008-03-05,560.025024,580.000000,556.775024,573.187988,470.260864,11748580
2008-03-07,569.674988,569.674988,541.562012,562.062012,461.132721,13295608
2008-03-10,552.724976,572.200012,530.588013,568.638000,466.527893,20973320
2008-03-11,562.500000,588.750000,551.099976,586.974976,481.572144,14665476
2008-03-12,604.700012,607.099976,590.000000,593.650024,487.048492,12783976
2008-03-13,572.500000,581.250000,550.400024,560.763000,460.067017,16203512
2008-03-14,562.500000,584.974976,557.575012,580.650024,476.382904,10945932
2008-03-17,565.275024,568.250000,538.750000,545.049988,447.175537,18837504
2008-03-18,562.450012,562.450012,530.000000,537.750000,441.186432,15861948
2008-03-19,562.500000,586.250000,536.286987,539.775024,442.847839,13598948
2008-03-24,540.000000,552.424988,531.349976,550.062012,451.287628,11941156
2008-03-25,553.750000,581.237000,553.750000,578.450012,474.577942,12460040
2008-03-26,583.500000,584.013000,567.638000,574.862000,471.634247,9327016
2008-03-27,572.500000,578.500000,561.000000,567.700012,465.758331,16593492
2008-03-28,583.500000,591.974976,557.911987,588.112000,482.504974,15777844
2008-03-31,576.250000,583.750000,562.525024,566.450012,464.732849,12386264
2008-04-01,574.750000,593.750000,560.875000,586.312012,481.028198,12255364
2008-04-02,598.750000,613.200012,582.500000,585.888000,480.680359,14658500
2008-04-03,587.500000,604.500000,586.500000,599.013000,491.448486,7911000
2008-04-04,596.250000,603.724976,577.924988,580.286987,476.085083,9945084
2008-04-07,564.062012,607.424988,564.062012,601.224976,493.263245,10531376
2008-04-08,600.000000,605.713013,589.987000,595.437988,488.515411,11278852
2008-04-09,588.750000,607.950012,587.763000,604.562012,496.000977,9127868
2008-04-10,606.250000,629.849976,601.500000,617.161987,506.338470,14666552
2008-04-11,635.000000,641.750000,616.375000,637.888000,523.342712,17147024
2008-04-15,628.724976,659.250000,621.588013,652.950012,535.700012,17067560
2008-04-16,655.013000,666.500000,653.825012,660.625000,541.996826,14407948
2008-04-17,670.049988,679.500000,655.125000,660.013000,541.494629,10027568
2008-04-21,657.424988,670.000000,655.525024,660.900024,542.222412,8457376
2008-04-22,650.250000,668.750000,649.286987,651.838013,534.787781,11490872
2008-04-23,653.000000,658.000000,642.000000,644.400024,528.685425,12704876
2008-04-24,650.000000,650.000000,639.088013,645.661987,529.720825,13215996
2008-04-25,647.500000,658.500000,640.500000,656.125000,538.304932,13482136
2008-04-28,657.750000,661.250000,645.638000,647.849976,531.515808,8167932
2008-04-29,645.000000,668.750000,645.000000,664.987000,545.575562,9946244
2008-04-30,662.500000,668.750000,651.650024,653.625000,536.253784,10950208
2008-05-02,756.500000,756.500000,657.250000,668.687988,548.612000,9638036
2008-05-05,668.775024,677.250000,662.500000,667.299988,547.473145,8415232
2008-05-06,650.000000,670.500000,650.000000,662.500000,543.535034,8412304
2008-05-07,675.000000,675.000000,656.000000,672.237000,551.523682,10197296
2008-05-08,670.000000,671.500000,663.150024,666.812012,557.860962,7577084
2008-05-09,666.375000,668.411987,627.500000,632.099976,528.820496,14030736
2008-05-12,627.763000,641.025024,619.275024,638.463013,534.143921,11044656
2008-05-13,650.000000,650.000000,622.000000,625.275024,523.110779,10403200
2008-05-14,630.000000,638.763000,620.062012,632.687988,529.312500,8039340
